index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,parkingSpace,labels,newDevelopmentFinished
20,99199369,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/98/ef/1036381885.jpg,,30,2,199000.0,flat,sale,40.0,False,2,1,barrio Palacio,Madrid,Madrid,Centro,es,Palacio,40.4113,-3.70868,False,https://www.idealista.com/inmueble/99199369/,756,"Se Vende Piso 40m para reformar, en la misma latina, junto al mercado de la cebada, muy cerca del rastro, de la Plaza Mayor, tiene muchas posibilidades ya que tiene los techos muy altos, aunque es interior todas las estancias tienen ventana y luz, dispone de ascensor, de Comunidad paga 30€ de IBI. 200€ aproximado, se admiten ofertas, teléfono 629078779.",True,renew,False,True,4975.0,{'typology': 'flat'},"{'subtitle': 'Palacio, Madrid', 'title': 'Piso'}",True,False,False,False,False,False,,,
21,99534300,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/24/71/1046728872.jpg,,3,2,168000.0,flat,sale,50.0,True,1,1,Calle Moscareta,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4052244,-3.732888,False,https://www.idealista.com/inmueble/99534300/,2814,"Disfruta de estas fantásticas viviendas de obra nueva, situadas en la zona puerta del Ángel C/ Moscareta, listo para entrar a vivir. El inmueble se compone de un baño, una cocina amueblada y equipada, salón-comedor, 3 dormitorios, con armarios empotrados. La vivienda cuenta con suelos de tarima, ventanas climalit, puertas de madera, preinstalación del aire acondicionado y Calefacción eléctrico. Buenas calidades. Inmueble exterior y luminoso. mas un trastero. (12.000euros) La finca cuenta con ascensor. Y posibilidad de plaza de garaje adicional. Vivienda muy próxima al Paseo de Extremadura. Metro L6 (Alto de Extremadura) a 10 min caminando. La ubicación del inmueble es inmejorable ya que se encuentra rodeado de todo tipo de comercios para el día a día, como farmacias, supermercados, servicios públicos, colegios, institutos. muy cerca del centro de la capital. Son 7 viviendas desde 1 dormitorio a 3 dormitorios y dos áticos con dos dormitorios. Precio desde 180.000 euros, para mas información, Contacto 605 856 503 Mario.",False,good,False,True,3360.0,{'typology': 'flat'},"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle Moscareta'}",True,False,False,False,False,False,,,
22,99527042,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/13/de/1046529048.jpg,CR-138,17,1,182000.0,flat,sale,63.0,True,3,1,Avenida del Marqués de Corbera,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4252348,-3.6548329,False,https://www.idealista.com/inmueble/99527042/,4206,"Ventas, en la vía principal Av. del Marqués de Corberá, se vende vivienda todo exterior en primera planta, distribuida en: - Salón con mueble de salón y sofá de dos plazas. Exterior orientación SE. - Tres dormitorios exteriores, con orientación SE los dormitorios secundarios y orientación NW dormitorio principal, este, con armario empotrado diseñado a medida con una gran capacidad de almacenaje y vestido interiormente. - Baño completo con ducha de obra, mueble de lavabo y estanterías a juego. Con ventana alta al exterior.  - Cocina amplia con muebles altos y bajos con líneas claras, y compuesto de horno, vitrocerámica, campana extractora y caldera de gas. Exterior orientación NW.  - Calefacción por gas natural. Aire acondicionado en el salón. Suelos de plaqueta en toda la vivienda.  - Posibilidad de Instalación de ascensor.  Situado en la misma Avenida del Marqués de Corberá, barrio consolidado con todos los servicios y zonas comerciales. Excelente comunicación con el Centro de Madrid con transporte público en la misma puerta( Buses 15, 28, 110, 210, N6) y Metro La Elipa( L2) a tres minutos caminando.  Salida directa a la M30, A3 y M 40 desde la misma Avenida.  Gastos de comunidad 37,40 euros. IBI anual 283,61 euros. Visítalo y no dudes en consultarnos cualquier duda.",True,good,False,False,2889.0,{'typology': 'flat'},"{'subtitle': 'Ventas, Madrid', 'title': 'Piso en Avenida del Marqués de Corbera'}",False,False,False,False,False,False,,,
23,98885890,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/fb/c1/1026568110.jpg,PIS0004,17,4,214000.0,flat,sale,68.0,True,3,1,barrio Pilar,Madrid,Madrid,Fuencarral,es,Pilar,40.4741602,-3.7123135,False,https://www.idealista.com/inmueble/98885890/,6434,"VALEMÁS Inmobiliaria Financiera Reformas presenta este inmueble de 3 habitaciones y un baño. El piso está situado en una 4ª planta con ascensor y ubicado en calle Puentedeume, Barrio del Pilar (Madrid). Ocupa una superficie de 64m2 y consta de 3 habitaciones luminosas, un baño, salón-comedor con acceso a una fantástica terraza cerrada y acristalada, y cocina equipada con salida al tendedero. Cuenta con aire acondicionado y calefacción. La zona del Barrio del Pilar dispone de varias áreas comerciales con todo tipo de servicios y ocio, hospitales y centros de salud y numerosas líneas de autobuses, estaciones de Metro, amplia oferta de restauración, polideportivo y piscina municipal, colegios e institutos. ¡Ven a visitarlo sin compromiso! ¿Estas buscando reformar tu piso? Pide presupuesto a nuestros arquitectos sin compromiso. Si buscas una hipoteca, asesórate gratuitamente con nuestros asesores. ¡FINANCIACIÓN 100%!",False,good,False,True,3147.0,{'typology': 'flat'},"{'subtitle': 'Pilar, Madrid', 'title': 'Piso'}",False,False,False,False,False,False,,,
24,99732578,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/a7/c5/1052743349.jpg,,10,3,215000.0,flat,sale,65.0,True,2,1,Calle OCA,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3883895,-3.7348088,False,https://www.idealista.com/inmueble/99732578/,4129,"Fejisa, s. L. Vende excelente vivienda totalmente exterior, muy luminosa, en tercera planta de un edificio de cinco alturas, en la calle oca, con portero fisico, ascensor, calefacción y agua caliente central, videoportero y con amplia terraza, muy bien situado, junto a la parada de metro de oporto, (lineas 5 y 6) y proxima a paradas de autobuses de la emt (34,35, 55,118).  la vivienda dispone de puerta blindada, suelos de parket y se encuentra en perfecto estado, con reciente reforma de cocina y baño, y cerramientos exteriores de aluminio lacado en blanco con aislamiento termico y acustico; consta de recibidor, dos habitaciones, cuarto de baño completo con altillo, salon y cocina estas dos ultimas con salida directa a terraza. Asimismo la vivienda tiene acceso a tendedero comunitario y cuenta con un trastero de 4 metros cuadrados.",False,good,False,True,3308.0,{'typology': 'flat'},"{'subtitle': 'Vista Alegre, Madrid', 'title': 'Piso en Calle OCA'}",False,False,False,False,False,False,,,
25,99390363,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/57/ac/1048130585.jpg,IE14-MANUEL1,9,,195000.0,chalet,sale,120.0,False,3,2,barrio Campamento,Madrid,Madrid,Latina,es,Campamento,40.3950181,-3.7745935,False,https://www.idealista.com/inmueble/99390363/,6503,"Inmobiliarias Encuentro pone a la venta en exclusiva esta casa independiente en el barrio de Campamento. Esta vivienda exterior de 120m2 se distribuye en; tres habitaciones, baño y cocina independiente. La casa goza de una maravillosa luz, gracias a que es exterior. Ya que el inmueble se encuentra para reformar, admite una gran cantidad de opciones para definir una nueva distribución. Se ubica en una zona muy bien comunicada por trenes, metro, autobuses y tiene cerca comercios, tiendas de barrio, colegios, centro médico y parques para poder disfrutar de actividades al aire libre.  Es una excelente oportunidad que te brinda Inmobiliarias Encuentro. Llámanos para agendar una visita y conocer esta casa antes de que sea tarde. ¡No la dejes escapar! También puedes entrar iEncuentro. es y reservar esta vivienda en menos de 2 minutos con nuestro sistema de iReserva.",False,renew,False,,1625.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Campamento, Madrid', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,
26,99730833,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/ff/9f/1061955040.jpg,CONSUELO GUZMAN,16,1,184000.0,flat,sale,80.0,True,3,1,Calle de Consuelo Guzmán,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3754522,-3.7525022,False,https://www.idealista.com/inmueble/99730833/,6199,"RJ ESTUDIO INMOBILIARIO, vende piso de 3 dormitorios amplios, baño completo, cocina amueblada con tendedero,. salón con salida a la terraza, 3 TERRAZAS al exterior, muy luminoso, PISCINA con bajada directa desde la vivienda, Parking superficial en la finca, calefacción y agua central, frente parque LAS CRUCES y Centro Deportivo. NECESITA ACTUALIZARLO.",False,renew,False,False,2300.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en Calle de Consuelo Guzmán'}",False,False,False,False,False,False,,,
27,99828763,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/dd/d6/1056101838.jpg,IE14-FUENTESAUC0,7,4,189000.0,flat,sale,92.0,True,3,1,barrio Campamento,Madrid,Madrid,Latina,es,Campamento,40.3979196,-3.7717975,False,https://www.idealista.com/inmueble/99828763/,6167,"Inmobiliarias Encuentro vende en exclusiva este piso para reformar en el barrio de Campamento. Esta vivienda exterior de 92m2 se distribuye en; un luminoso salón, tres habitaciones, cocina independiente y baño.  Cuenta con ascensor, terraza y goza de una estupenda luz durante todo el día. Es una oportunidad perfecta para reformar el piso y poner a tu gusto. Su ubicación es inmejorable, en una calle tranquila, cuenta con todos los servicios necesarios para el día a día como; colegios, hostelería, comercios, supermercados y parques para poder disfrutar de actividades al aire libre. Muy buena comunicación tanto con autobuses y la línea de metro.   Es una excelente oportunidad que te brinda Inmobiliarias Encuentro. ¡No la dejes escapar!",False,renew,False,True,2054.0,{'typology': 'flat'},"{'subtitle': 'Campamento, Madrid', 'title': 'Piso'}",False,False,False,False,False,False,,,
28,99128507,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/58/9c/02/1058323320.jpg,394469,17,bj,159900.0,flat,sale,87.0,False,3,1,Calle de los Hermanos García Noblejas,Madrid,Madrid,San Blas,es,Arcos,40.4225305,-3.6248444,False,https://www.idealista.com/inmueble/99128507/,6668,"GRAN OFERTA FIN DE AÑO! ASIAN CONSULTING VENDE Piso para reformar en Hermanos Garcia Noblejas. La vivienda está ubicada en la planta baja de un edificio de 11 plantas 87 m2 distribuidos en un amplio salón-comedor, 3 dormitorios, cocina independiente y baño completo con ducha. Además la vivienda dispone de un patio de 5 m2. REFORMAR, muchas posibilidades. Solicita visita sin compromiso.",False,renew,False,False,1838.0,{'typology': 'flat'},"{'subtitle': 'Arcos, Madrid', 'title': 'Piso en Calle de los Hermanos García Noblejas'}",False,False,False,False,False,False,,,
29,99379114,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/fc/f7/1056023558.jpg,V40-SR-248,25,bj,198000.0,flat,sale,41.0,False,1,1,Calle del Capitán Blanco Argibay,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4664704,-3.6962752,False,https://www.idealista.com/inmueble/99379114/,5565,"V40-SR-248 Zona Valdeacederas -Pza. de la Remonta, precioso apartamento de un dormitorio con armario empotrado, con cocina americana con muebles, todos los electrodomésticos (lavadora y lavavajillas integrados) y baño completo.  Dispone de un trastero en la parte superior del edificio de 12m2 habilitado para poder ser tu despacho, o taller de lectura, pintura, con luz natural desde el techo con ventana velux.  El edificio se situa en una urbanización cerrada con jardines muy cuidados. Posibilidad de garaje dentro de la finca. Portero físico todo el día. Piso en rentabilidad hasta Mayo 2023. Se puede visitar.  Situado semiesquina con Bravo Murillo, zona de auge comercial y de servicios. Metro L1, Renfe e intercambiador de Pza. Castilla.",True,good,False,True,4829.0,{'typology': 'flat'},"{'subtitle': 'Valdeacederas, Madrid', 'title': 'Piso en Calle del Capitán Blanco Argibay'}",True,False,False,False,False,False,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
30,99169522,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/b8/80/1035823109.jpg,W-02QEUX,25,,225000.0,flat,sale,61.0,True,2,1,barrio Concepción,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4320475,-3.659211,False,https://www.idealista.com/inmueble/99169522/,4099,"Luminoso piso para reforma integral en Ventas Engel & Völkers ofrece este piso para reformar en buena ubicación y con servicios cerca. Consta de dos dormitorios, uno de ellos doble, y 2 baños completos. El salón tiene una salid a una amplia terraza, todo exterior, muy luminoso y sin ruido. La finca tiene dos ascensores y portero físico, por lo que es una vivienda ideal para reformar al gusto con una ubicación inmejorable muy cerca del mercado de ventas y supermercados. Está a tan solo un paso del metro, colegios públicos y privados cercanos. La vivienda se encuentra en pleno corazón del barrio de la Concepción, distrito de Ciudad Lineal. Entre los lugares más importantes del barrio se encuentra el Mercado de ventas, parque El Calero, Calle Alcalá a escasos metros. Está rodeado de servicios básicos como excelentes colegios, centros de salud, mercados y comercios de todo tipo, correos, policía, etc. Varias líneas de autobús como 21, 38, 48, 1 09, 113, 146 y N5. Líneas de Metro, 2,5 y 7. Acceso a la M-30 que comunica con cualquier zona de Madrid en pocos minutos, como también a la A3, Autovía de Barcelona que se accede hasta IFEMA o al Aeropuerto Adolfo Suarez, Madrid-Barajas. La Calle de Alcalá comunica el barrio tanto con el famoso barrio de Salamanca y el Centro de Madrid, como por el otro lado con Arturo Soria.",True,renew,False,True,3689.0,{'typology': 'flat'},"{'subtitle': 'Concepción, Madrid', 'title': 'Piso'}",True,False,True,True,False,False,,,
31,99143727,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/76/af/1034966363.jpg,INM13219,28,bj,219900.0,flat,sale,57.0,True,2,1,Calle General Pintos,Madrid,Madrid,Tetuán,es,Ventilla-Almenara,40.4702828,-3.6949088,False,https://www.idealista.com/inmueble/99143727/,5999,"Grupo Inmobilia pone a su disposición en exclusiva, en el distrito de Tetuán, barrio de Almenara, esta vivienda de 57 m2 catastrales ubicada en la planta baja de la finca, exterior, con terraza y una reforma integral realizada hace 4 años con excelentes calidades. En suelos, paredes y techos: aislamiento antihumedad y térmico (geotextil) y tarima de máximo grosor y resistencia. Fontanería y electricidad renovadas, ventanas con aislamiento acústico y blindadas, oscilovatientes y cerramientos komerling. El inmueble se compone de dos habitaciones, una principial con dos ventanas (orientación oeste) y muchísima luz, puerta corredera para aprovechar espacio y armario realizado a medida con gran capacidad, cocina abierta al salón con acceso a una pequeña terraza con orientación Este y una segunda habitación. El baño lo tiene fuera de las estancias para mayor comodidad. Equipado con muebles de gran almacenamiento, electrodomésticos de alta gama de bajo consumo e iluminación led en toda la vivienda. La finca, en buen estado de conservación, dispone de azotea comunitaria. Una vivienda directamente para entrar a vivir y buena opción de compra como inversión por su buena rentabilidad anual y sus bajos costes mensuales.  Su localización es perfecta, a pocos minutos del intercambiador de Plaza Castilla y las cinco Torres, zona en continua evolución y revalorización con gran proyección dotada de todo tipo de servicios necesarios alrededor.  Para ampliar la información y programar una visita a la vivienda no dude en contactar con nuestro equipo de asesores que estarán encantados de poder atenderles.",False,good,False,False,3858.0,{'typology': 'flat'},"{'subtitle': 'Ventilla-Almenara, Madrid', 'title': 'Piso en Calle General Pintos'}",True,False,True,False,False,False,,,
32,98931850,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/37/7f/1028296834.jpg,90737,16,bj,225000.0,flat,sale,76.0,False,3,1,Calle Marchamalo,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3980395,-3.6458816,False,https://www.idealista.com/inmueble/98931850/,5281,"Ven a visitar esta Vivienda Familiar en Portazgo, barrio administrativo de Madrid que se encuentra al norte del distrito de Puente de Vallecas. Orientada al Noroeste y con 76 metros cuadrados construidos. Totalmente reformado, luminoso y tranquilo, bien ubicado, rodeado de zonas verdes y con todos los servicios cercanos. La comunidad dispone de zonas verdes. Presenta tu oferta, condiciones negociables.  Como ya sabes, la compra de una vivienda es habitualmente la mayor inversión que realizamos en nuestra vida, por eso es muy importante hacerlo de la mano de un equipo formado y con experiencia como Holpper.  *¿Sabes los gastos obligatorios que vas a tener por la compra de tu casa?  *¿Y la documentación que vas a necesitar?  *¿Y lo que debes comprobar antes de comprarla?  ***Ponte en las manos de un equipo profesional y no corras riesgos innecesarios.   DISTRIBUCION Y DETALLES, consta de:   *Recibidor *Salón comedor *Cocina independiente amueblada y con electrodomésticos *Tres dormitorios con armarios empotrados *Un baño completo El inmueble dispone de calefacción con radiadores individuales y de aire acondicionado por split en el salón y en el dormitorio principal. La carpintería interior es de madera, la exterior de PVC lacado en blanco tipo climalit con ventanas oscilobatientes y rejas; el suelo de tarima y gres.   Puedes ver las instalaciones con todo lujo de detalle en el Video-Tour 360º que adjuntamos.  ¡Paséate por la que podría ser tu futura casa sin moverte del sofá!   Y recuerda, te acompañamos durante todo el proceso de compra, y te ayudamos a conseguir la mejor hipoteca y con el alta de suministros de tu nueva vivienda de forma gratuita, sin desplazamientos ni esperas.   UBICACIÓN Y SERVICIOS. La vivienda está rodeada de todo tipo de colegios, junto a paradas de metro y bus. En el distrito de Puente Vallecas se localiza este espléndido piso en venta. Su nombre proviene del histórico equipo de futbol, Rayo Vallecano de Madrid y la ciudad Deportiva del mismo nombre, pero el fútbol no es lo único que caracteriza a este distrito, en donde también se encuentra el primer edificio modernista de la capital y el auditorio realizado por el arquitecto José Miguel de Prada. Por otra parte, Puente de Vallecas goza de 32 centros de educación infantil, 25 colegios públicos y 8 institutos. Además, cuenta con 12 centros de salud y en cuanto a transporte, dispone de tren de cercanías, líneas de metro y autobús.   ¡Anímate a visitar este inmueble y no pierdas esta oportunidad!  Hablamos de tu casa. Hablamos de ti.                         Holpper es la empresa experta en la compra y venta de inmuebles entre particulares que te ayuda a encontrar la casa perfecta para ti. Utiliza nuestro buscador y acierta con tu nueva vivienda.",False,good,False,False,2961.0,{'typology': 'flat'},"{'subtitle': 'Portazgo, Madrid', 'title': 'Piso en Calle Marchamalo'}",True,True,False,False,False,False,,,
33,98795518,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/4f/7b/1026077861.jpg,09/ja626,35,12,225000.0,flat,sale,60.0,True,2,1,Calle Virgen del Coro,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4334375,-3.6584239,False,https://www.idealista.com/inmueble/98795518/,4226,"Estupendo Piso para reformar en pleno Barrio la Concepción con espacios muy aprovechables, 2 Dormitorios, Salón, Cocina, Baño, con mucha luz natural.  El Piso dispone de: - 2 Dormitorios  - 1 Cuarto de baño completo. - Salón con terraza - Cocina  - Totalmente Exterior - Metro muy cercano “El carmen"" - Facil Acceso desde la M-30 -ITE 2026 Establés Inmobiliaria y Abogados ""confianza y transparencia”. Especializados particularmente en satisfacer las necesidades de nuestros clientes, de una manera seria, rápida, sencilla y eficaz. Somos un equipo altamente cualificado en el sector inmobiliario, con prestigio en el barrio para ser totalmente de su confianza. Si no contestamos al fijo, contacta por llamada o Whattsapp a José Antonio 634245220 o envianos un email.",False,good,False,True,3750.0,{'typology': 'flat'},"{'subtitle': 'Concepción, Madrid', 'title': 'Piso en Calle Virgen del Coro'}",True,False,False,False,False,False,,,
34,99629920,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/ff/2e/1049888864.jpg,JU221122VC,18,12,225000.0,flat,sale,64.0,True,2,1,Calle Virgen del Coro,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4357845,-3.6570962,False,https://www.idealista.com/inmueble/99629920/,4445,"Vivienda con muchas posibilidades y excelente ubicación para reformar. Ubicada en una planta 12 (última planta del edificio) esta vivienda goza de estupendas vistas y luz natural gracias a su doble orientación (Norte y Sur )y altura. La finca está muy cuidada y dispone de 2 ascensores y portero físico. La vivienda se encuentra en pleno corazón del barrio de la Concepción, distrito de Ciudad Lineal. Entre los lugares más importantes del barrio se encuentra el Mercado de ventas, parque El Calero, Calle Alcalá a escasos metros. Está rodeado de servicios básicos como excelentes colegios, centros de salud, mercados y comercios de todo tipo, correos, policía, etc. Varias líneas de autobús como 21, 38, 48,1 09, 113, 146 y N5. Lines de Metro, 2,5 y 7. Acceso a la M-30 que comunica con cualquier zona de Madrid en pocos minutos, como también a la A3, Autovía de Barcelona que se accede hasta IFEMA o al Aeropuerto Adolfo Suarez, Madrid-Barajas. La Calle de Alcalá comunica el barrio tanto con el famoso barrio de Salamanca y el Centro de Madrid, como por el otro lado con Arturo Soria. Los Servicios de Keyok Inmobiliaria son gratuitos para los compradores. Precio Negociable.",False,renew,False,True,3516.0,{'typology': 'flat'},"{'subtitle': 'Concepción, Madrid', 'title': 'Piso en Calle Virgen del Coro'}",True,False,True,False,False,False,,,
35,99831746,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b2/52/9a/1056299455.jpg,CEBREROS,19,4,164900.0,flat,sale,62.0,True,3,1,Calle de Cebreros,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4031757,-3.7424727,False,https://www.idealista.com/inmueble/99831746/,3645,"La CASA AGENCY pone a su disposición vivienda EXTERIOR de 62m² construidos muy luminoso al ser ultima planta. El inmueble esta ubicado en una cuarta planta sin ascensor, a tan solo 3 minutos andando del metro Lucero (L-6) y líneas de autobús 31, a (Plaza Mayor-Aluche) y 500 a Plaza España. Distribuido en: salón-comedor, tres dormitorios, cocina con terraza acristalada y un baño. cuenta con armarios empotrados, aire acondicionado y suelo de parqué. rodeado de todo tipo de servicios, farmacias, supermercados en la misma calle, bares, parques, y mas. Mediante el sello “Compra Segura”, su Inmobiliaria le otorga más de lo que se espera de los servicios habituales d e una inmobiliaria, porque durante los próximos 20 años: Le garantizamos que los derechos legales adquiridos en la escritura serán respetados. Certificamos que la vivienda que usted ha comprado reúne todas las condiciones legales pactadas. Establecemos un compromiso de resolución garantizado en un plazo máximo de 6 meses. Abogados expertos en Derecho Inmobiliario gestionarán la resolución de su problema con la mayor diligencia y efectividad. Le permitimos disfrutar con total tranquilidad, de la inversión más importante de su vida. Además, comentarte que contamos con un departamento financiero FINANZATE, Intermediación Financiera Eurocredit MAD S. L. en el cual puedes obtener un asesoramiento sin compromiso/sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar. Nos dedicamos a la financiación por parte de los clientes a través de préstamos personales e hipotecarios; Según el perfil del cliente financiamos el 100%, 90% y el 80%. Tenemos la disponibilidad de asesores para llevar a cabo dicho asesoramiento financiero para que le puedan dar más información. Trabajamos con 16 entidades bancarias. Además, si no tiene aún casa y está buscando a través de la Inmobiliaria La Casa Agency podemos ayudarle de la mejor manera posible; No dude en obtener más información y llámenos para cualquier duda.",True,good,False,False,2660.0,{'typology': 'flat'},"{'subtitle': 'Puerta del Ángel, Madrid', 'title': 'Piso en Calle de Cebreros'}",True,False,True,False,False,False,,,
36,99387081,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/1e/86/9d/1055219372.jpg,,26,1,157000.0,flat,sale,70.0,True,3,1,Calle del Ánsar,Madrid,Madrid,Latina,es,Los Cármenes,40.4021284,-3.737995,False,https://www.idealista.com/inmueble/99387081/,3358,"MARTIN INMOBILIARIA ofrece en exclusiva vivienda en calle ANSAR, que por su excelente ubicación cerca Centro Madrid y Servicios hacen del inmueble una oportunidad Especial! - SIN COMISIONES A COMPRADOR- No somos Franquicia! PARA COORDINAR VISITAS Y AMPLIAR INFORMACION llamen por favor al 917180713 La vivienda cuenta con distribución de: Hall entrada, salón comedor independiente con acceso directo a terraza acristalada, 3 dormitorios ( dos de ellos con armarios empotrados ) 1 baño completo( con plato de ducha ), cocina completa y equipada, con pequeño patio/ tendedero incorporada a la Cocina. El edificio se encuentra en finca tranquila y agradable, y a escasos 5 minutos andando de METRO LUCERO ( L6 )- diferentes combinaciones lineas de autobus Calle Sepulveda - 31/33/39/ 138-N 18, con fácil acceso por carreteras a Paseo de Extremadura/ centro, M-30 y M40  CARACTERÍSTICAS: puerta blindada, calefacción individual gas natural, caldera mixta gas natural, cerrajeria exterior/ ventanas aluminio sencillo, suelos parquet y gres en cocina y baño, puertas madera roble, dos de los dormitorios cuenta además con armarios empotrados, videoportero Superficie construida: 72 m2, sup. catastro Altura vivienda: PLANTA PRIMERA Portal en perfecto estado de conservación con dos puertas de acceso  Vivienda con TERRAZA Ubicación: calle ANSAR, Pocos gastos de comunidad 3 vecinos por planta. Ite edificio FAVORABLE: próxima revisión 2028 Precio vivienda: 157.000 € - SIN COMISIONES A COMPRADOR.  Rodeado de todo tipo de Servicios en zona consolidada, farmacias, supermercados, gimnasions, guarderias, colegios, gozando de diferentes parques y zonas verdes para hacer deporte y disfrutar del ocio al aire libre. A pocos minutos andando de Parque Ermita del Santo e inmediaciones de Madrid Rio. EN BREVE PUBLICAREMOS más fotos, planos y visita VIRTUAL! Barrio muy demandado y rodeado de todo tipo de servicios para compras y ocio, colegios e institutos, centro cultural, centro de salud, mercado... en zona consolidada con zonas verdes. para más INFORMACIÓN: 917180713 MARTIN AGENCIA INMOBILIARIA- ¿ quiere saber mas ¿ estamos encantados de ayudarte a elegir el mejor hogar para tu familia. Más información 917180713- MARTIN INMOBILIARIA- ABOGADOS, C/ Maqueda 34- Avd Padre Piquer 31 oficinas. NO COBRAMOS COMISIONES AL COMPRADOR. No somos Franquicia. ABOGADOS. "". Somos una empresa que cumple 50 años de experiencia en el sector inmobiliario, dedicados a garantizar un buen servicio con total confianza, transparencia y garantías.",False,good,False,False,2243.0,{'typology': 'flat'},"{'subtitle': 'Los Cármenes, Madrid', 'title': 'Piso en Calle del Ánsar'}",False,False,False,False,False,False,,,
37,99536964,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/30/1a/d2/1046822293.jpg,RP1242022106726,22,2,250000.0,flat,sale,58.0,False,2,1,Calle del Doctor Esquerdo,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4280824,-3.6684596,False,https://www.idealista.com/inmueble/99536964/,3205,"Redpiso Fuente del Berro le ofrece: Excelente piso totalmente reformado en Doctor Esquerdo junto a Manuel Becerra y de la calle Goya. Es una 2ª planta, con ascensor, finca con portal señorial. Orientación este. Con 58 metros cuadrados, distribuido en 2 dormitorios, cocina independiente, 1 baño y Salón. Calefacción individual. Ventanas de climalit, suelos de tarima. El inmueble está ubicado en una excelente zona, que cuenta con todos los servicios necesarios, gran variedad de colegios, ocio, restauración, comercio especializado, zonas verdes.. . A un paso de metro Manuel Becerra (líneas 2 y 6) y varias líneas de autobús. Fácil y rápida incorporación a M-30. En Redpiso disponemos de financiera propia Dcredit, con asesoramientos gratuitos. Consúltenos sin compromiso. El presente anuncio puede estar sujeto a variaciones en la información.",False,good,False,True,4310.0,{'typology': 'flat'},"{'subtitle': 'Fuente del Berro, Madrid', 'title': 'Piso en Calle del Doctor Esquerdo'}",False,False,False,False,False,False,,,
